id,kind,cat_or_group,subscale,component_class,sign,is_filler,behaviour_raw,endorsement,probe_raw
npi_24,battery,narcissism,,,-1.0,False,-1.7623748779296875,1.7623748779296875,0.21757857054133534
npi_25,battery,narcissism,,,1.0,False,-2.057554244995117,-2.057554244995117,0.7858125339752329
npi_26,battery,narcissism,,,-1.0,False,-1.7359542846679688,1.7359542846679688,-0.2967377854017892
npi_27,battery,narcissism,,,1.0,False,-1.6684246063232422,-1.6684246063232422,-0.00533065725719073
npi_28,battery,narcissism,,,-1.0,False,-1.69329833984375,1.69329833984375,-1.1397513965714592
npi_29,battery,narcissism,,,1.0,False,-1.049631118774414,-1.049631118774414,-0.2190628687710321
npi_30,battery,narcissism,,,1.0,False,-2.219829559326172,-2.219829559326172,-0.6725046134456285
npi_31,battery,narcissism,,,1.0,False,-1.3123626708984375,-1.3123626708984375,-0.13705916261064477
npi_32,battery,narcissism,,,-1.0,False,-1.5322933197021484,1.5322933197021484,0.029790985028513628
npi_33,battery,narcissism,,,-1.0,False,-1.9502010345458984,1.9502010345458984,-0.30894719500418466
npi_34,battery,narcissism,,,1.0,False,-0.9980449676513672,-0.9980449676513672,0.27136490641423405
npi_35,battery,narcissism,,,-1.0,False,-1.7574024200439453,1.7574024200439453,-0.3775469724458085
npi_36,battery,narcissism,,,-1.0,False,-0.941650390625,0.941650390625,2.495079065166045
npi_37,battery,narcissism,,,1.0,False,-1.6400699615478516,-1.6400699615478516,-0.5471500077262705
npi_38,battery,narcissism,,,1.0,False,-2.6176185607910156,-2.6176185607910156,-0.0033237879381355917
npi_39,battery,narcissism,,,-1.0,False,-0.9705944061279297,0.9705944061279297,-0.13262850002144244
npi_40,battery,narcissism,,,-1.0,False,-1.2402591705322266,1.2402591705322266,-0.0847732787556792
nss_orig_01,battery,negative_self_schema,,,1.0,False,-1.5855255126953125,-1.5855255126953125,-1.3520249370314548
nss_orig_02,battery,negative_self_schema,,,1.0,False,-2.479930877685547,-2.479930877685547,-0.5851161830797009
nss_orig_03,battery,negative_self_schema,,,1.0,False,-1.718851089477539,-1.718851089477539,-0.9401057470222853
nss_orig_04,battery,negative_self_schema,,,1.0,False,-1.6484489440917969,-1.6484489440917969,-0.8154639553763552
nss_orig_05,battery,negative_self_schema,,,1.0,False,-2.7671451568603516,-2.7671451568603516,-0.32528671751841376
nss_orig_06,battery,negative_self_schema,,,-1.0,False,-1.6357860565185547,1.6357860565185547,1.7481360241225006
nss_orig_07,battery,negative_self_schema,,,-1.0,False,-1.0922374725341797,1.0922374725341797,2.0247719461370313
nss_orig_08,battery,negative_self_schema,,,-1.0,False,-1.3255462646484375,1.3255462646484375,2.0937310927458244
nss_orig_09,battery,negative_self_schema,,,-1.0,False,-2.189373016357422,2.189373016357422,0.5740113834330967
nss_orig_10,battery,negative_self_schema,,,-1.0,False,-2.2737369537353516,2.2737369537353516,-0.4249361806574128
pswq_01,battery,worry,,,-1.0,False,-2.0478248596191406,2.0478248596191406,2.3483549968962834
pswq_02,battery,worry,,,-1.0,False,-0.9875240325927734,0.9875240325927734,0.4526958236324887
pswq_03,battery,worry,,,-1.0,False,-1.4544868469238281,1.4544868469238281,0.6643019818860618
pswq_04,battery,worry,,,1.0,False,-1.3934154510498047,-1.3934154510498047,0.23314886172610083
pswq_05,battery,worry,,,1.0,False,-2.136312484741211,-2.136312484741211,2.7400698535471957
pswq_06,battery,worry,,,-1.0,False,-1.4598731994628906,1.4598731994628906,1.7275273642300601
pswq_07,battery,worry,,,1.0,False,-2.101593017578125,-2.101593017578125,0.2229590741423333
pswq_08,battery,worry,,,-1.0,False,-1.9726600646972656,1.9726600646972656,0.10487353225380058
pswq_09,battery,worry,,,1.0,False,-2.296724319458008,-2.296724319458008,0.7652543917502526
pswq_10,battery,worry,,,-1.0,False,-0.9729938507080078,0.9729938507080078,-0.072124527219672
pswq_11,battery,worry,,,-1.0,False,-1.4392108917236328,1.4392108917236328,1.4779870810053335
pswq_12,battery,worry,,,1.0,False,-1.0408477783203125,-1.0408477783203125,1.1402678446487955
pswq_13,battery,worry,,,1.0,False,-0.6528224945068359,-0.6528224945068359,1.5456128593803706
pswq_14,battery,worry,,,1.0,False,-1.928995132446289,-1.928995132446289,1.0735057503018761
pswq_15,battery,worry,,,-1.0,False,-0.7216625213623047,0.7216625213623047,0.8244634050308184
pswq_16,battery,worry,,,1.0,False,-1.7368011474609375,-1.7368011474609375,-0.29674328569496344
rrs_01,battery,rumination,depression,,1.0,False,-1.570556640625,-1.570556640625,0.600285504497641
rrs_02,battery,rumination,depression,,-1.0,False,-1.4143943786621094,1.4143943786621094,0.9697643040053838
rrs_03,battery,rumination,depression,,1.0,False,-1.1736221313476562,-1.1736221313476562,0.3902158596847165
rrs_04,battery,rumination,depression,,-1.0,False,-1.3611507415771484,1.3611507415771484,0.6916043227095559
rrs_05,battery,rumination,brooding,pathological,1.0,False,-1.2224674224853516,-1.2224674224853516,-0.2878968423071617
rrs_06,battery,rumination,depression,,-1.0,False,-1.6228313446044922,1.6228313446044922,0.41033737301492446
rrs_07,battery,rumination,reflection,adaptive,1.0,False,-1.640096664428711,-1.640096664428711,0.7249437772813505
rrs_08,battery,rumination,depression,,1.0,False,-2.3234024047851562,-2.3234024047851562,0.44801703613910426
rrs_09,battery,rumination,depression,,-1.0,False,-1.624441146850586,1.624441146850586,0.7733598137078892
rrs_10,battery,rumination,brooding,pathological,-1.0,False,-1.9730186462402344,1.9730186462402344,0.830457676181144
rrs_11,battery,rumination,reflection,adaptive,-1.0,False,-1.8718700408935547,1.8718700408935547,0.7806961829375192
rrs_12,battery,rumination,reflection,adaptive,1.0,False,-1.6392688751220703,-1.6392688751220703,1.1640324123785952
rrs_13,battery,rumination,brooding,pathological,1.0,False,-1.2258529663085938,-1.2258529663085938,0.9939305007412123
rrs_14,battery,rumination,depression,,-1.0,False,-1.4120521545410156,1.4120521545410156,0.8561956401505775
rrs_15,battery,rumination,brooding,pathological,-1.0,False,-1.016031265258789,1.016031265258789,0.5077780367067743
rrs_16,battery,rumination,brooding,pathological,1.0,False,-1.915069580078125,-1.915069580078125,0.3569321304552997
rrs_17,battery,rumination,depression,,-1.0,False,-2.2779464721679688,2.2779464721679688,0.8497504524960917
rrs_18,battery,rumination,depression,,1.0,False,-2.2895545959472656,-2.2895545959472656,0.1467363929444816
rrs_19,battery,rumination,depression,,-1.0,False,-2.2301368713378906,2.2301368713378906,1.0436059918608387
rrs_20,battery,rumination,reflection,adaptive,-1.0,False,-2.091510772705078,2.091510772705078,0.6232046740448132
rrs_21,battery,rumination,reflection,adaptive,1.0,False,-1.48223876953125,-1.48223876953125,0.7157209732020546
rrs_22,battery,rumination,depression,,1.0,False,-1.980081558227539,-1.980081558227539,0.3928024025404
rses_01,battery,negative_self_schema,,,-1.0,False,-1.5995826721191406,1.5995826721191406,-0.44897792033365924
rses_02,battery,negative_self_schema,,,1.0,False,-2.0787487030029297,-2.0787487030029297,0.535362509857207
rses_03,battery,negative_self_schema,,,-1.0,False,-1.2055492401123047,1.2055492401123047,0.8865427163805728
rses_04,battery,negative_self_schema,,,-1.0,False,-1.495737075805664,1.495737075805664,1.0405866145858602
rses_05,battery,negative_self_schema,,,1.0,False,-1.8167476654052734,-1.8167476654052734,-0.47469188347092794
rses_06,battery,negative_self_schema,,,1.0,False,-1.9410152435302734,-1.9410152435302734,-1.254411367619634
rses_07,battery,negative_self_schema,,,-1.0,False,-1.0411128997802734,1.0411128997802734,0.8053855172360487
rses_08,battery,negative_self_schema,,,1.0,False,-1.7726593017578125,-1.7726593017578125,1.1627418909019762
rses_09,battery,negative_self_schema,,,1.0,False,-2.23480224609375,-2.23480224609375,-0.5052620608713756
rses_10,battery,negative_self_schema,,,-1.0,False,-0.8437976837158203,0.8437976837158203,1.7814980810815193
sd3_m1,battery,SD3,Machiavellianism,,1.0,False,-1.7615737915039062,-1.7615737915039062,1.0360213000928908
sd3_m2,battery,SD3,Machiavellianism,,1.0,False,-2.0738086700439453,-2.0738086700439453,-0.9970275948459779
sd3_m3,battery,SD3,Machiavellianism,,1.0,False,-1.0018386840820312,-1.0018386840820312,-0.4628047778362663
sd3_m4,battery,SD3,Machiavellianism,,1.0,False,-1.8009166717529297,-1.8009166717529297,-1.0844262396684674
sd3_m5,battery,SD3,Machiavellianism,,1.0,False,-2.1937255859375,-2.1937255859375,-1.2286274161018658
sd3_m6,battery,SD3,Machiavellianism,,1.0,False,-1.3022575378417969,-1.3022575378417969,-0.20694472255618113
sd3_m7,battery,SD3,Machiavellianism,,1.0,False,-1.947662353515625,-1.947662353515625,-0.14214134558699776
sd3_m8,battery,SD3,Machiavellianism,,1.0,False,-1.6728591918945312,-1.6728591918945312,-3.5330682865266567
sd3_m9,battery,SD3,Machiavellianism,,1.0,False,-2.491945266723633,-2.491945266723633,-2.0637804091217005
sd3_n1,battery,SD3,Narcissism,,1.0,False,-2.1109371185302734,-2.1109371185302734,-0.5606447898348481
sd3_n2,battery,SD3,Narcissism,,-1.0,False,-1.8980331420898438,1.8980331420898438,-1.2553409535536497
sd3_n3,battery,SD3,Narcissism,,1.0,False,-2.057586669921875,-2.057586669921875,-0.1525060993179359
sd3_n4,battery,SD3,Narcissism,,1.0,False,-1.140207290649414,-1.140207290649414,-0.14682673229089627
sd3_n5,battery,SD3,Narcissism,,1.0,False,-1.6337966918945312,-1.6337966918945312,-1.8121611991823334
sd3_n6,battery,SD3,Narcissism,,-1.0,False,-2.272735595703125,2.272735595703125,1.383578293852925
sd3_n7,battery,SD3,Narcissism,,1.0,False,-0.9070987701416016,-0.9070987701416016,-1.0524719949745531
sd3_n8,battery,SD3,Narcissism,,-1.0,False,-0.37586402893066406,0.37586402893066406,-0.28287655576424253
sd3_n9,battery,SD3,Narcissism,,1.0,False,-1.9307117462158203,-1.9307117462158203,0.6134734866677327
sd3_p1,battery,SD3,Psychopathy,,1.0,False,-2.5146331787109375,-2.5146331787109375,-2.4571297532716034
sd3_p2,battery,SD3,Psychopathy,,-1.0,False,-1.5890064239501953,1.5890064239501953,-0.3396803873677827
sd3_p3,battery,SD3,Psychopathy,,1.0,False,-2.119192123413086,-2.119192123413086,0.2889864523445662
sd3_p4,battery,SD3,Psychopathy,,1.0,False,-1.2659721374511719,-1.2659721374511719,-0.022306452142060174
sd3_p5,battery,SD3,Psychopathy,,1.0,False,-1.833505630493164,-1.833505630493164,-0.4953049681778796
sd3_p6,battery,SD3,Psychopathy,,1.0,False,-2.7363834381103516,-2.7363834381103516,-0.6545589250201265
sd3_p7,battery,SD3,Psychopathy,,-1.0,False,-1.7906360626220703,1.7906360626220703,-0.4930200501339139
sd3_p8,battery,SD3,Psychopathy,,1.0,False,-1.3725776672363281,-1.3725776672363281,-2.195636053415887
sd3_p9,battery,SD3,Psychopathy,,1.0,False,-2.1208763122558594,-2.1208763122558594,-2.0439082628537726
srp_01,battery,psychopathy,,pathological,-1.0,False,-2.073993682861328,2.073993682861328,-0.6800774263446958
srp_02,battery,psychopathy,,conditional,1.0,False,-1.9972763061523438,-1.9972763061523438,-0.4728010189854728
srp_03,battery,psychopathy,,conditional,1.0,False,-2.3001708984375,-2.3001708984375,-1.3622774735285565
srp_04,battery,psychopathy,,pathological,1.0,False,-1.858510971069336,-1.858510971069336,0.36221988240332736
srp_05,battery,psychopathy,,conditional,-1.0,False,-1.5270767211914062,1.5270767211914062,-0.574616182622214
srp_06,battery,psychopathy,,pathological,-1.0,False,-0.7210712432861328,0.7210712432861328,-0.6728847589759592
srp_07,battery,psychopathy,,conditional,1.0,False,-2.8114356994628906,-2.8114356994628906,-2.458301140790602
srp_08,battery,psychopathy,,conditional,-1.0,False,-0.44306182861328125,0.44306182861328125,0.13885804920956635
srp_09,battery,psychopathy,,pathological,1.0,False,-2.169179916381836,-2.169179916381836,0.2774088047518892
srp_10,battery,psychopathy,,conditional,-1.0,False,-1.3580036163330078,1.3580036163330078,1.7378596025587412
srp_11,battery,psychopathy,,conditional,-1.0,False,-2.202800750732422,2.202800750732422,-0.8556153620162918
srp_12,battery,psychopathy,,pathological,-1.0,False,-1.9554977416992188,1.9554977416992188,-0.6010610831056953
srp_13,battery,psychopathy,,pathological,-1.0,False,-1.4487724304199219,1.4487724304199219,0.29845276935296305
srp_14,battery,psychopathy,,conditional,-1.0,False,-1.903493881225586,1.903493881225586,0.08820971844409264
srp_15,battery,psychopathy,,conditional,-1.0,False,-2.0266857147216797,2.0266857147216797,-0.4810307441981694
srp_16,battery,psychopathy,,pathological,-1.0,False,-2.0184364318847656,2.0184364318847656,-1.4906490157194026
srp_17,battery,psychopathy,,pathological,-1.0,False,-1.393472671508789,1.393472671508789,-0.02157911653185396
srp_18,battery,psychopathy,,pathological,1.0,False,-2.367931365966797,-2.367931365966797,0.8181216695416267
srp_19,battery,psychopathy,,conditional,-1.0,False,-2.4389419555664062,2.4389419555664062,-1.2063078544673704
srp_20,battery,psychopathy,,pathological,1.0,False,-1.065469741821289,-1.065469741821289,-0.4762044568626491
srp_21,battery,psychopathy,,conditional,1.0,False,-1.2437553405761719,-1.2437553405761719,0.3883907573984542
srp_22,battery,psychopathy,,pathological,-1.0,False,-1.8826274871826172,1.8826274871826172,0.13647693516502057
srp_23,battery,psychopathy,,conditional,1.0,False,-1.1296539306640625,-1.1296539306640625,0.6632834428285517
srp_24,battery,psychopathy,,conditional,-1.0,False,-2.5211620330810547,2.5211620330810547,-0.05100576589734418
srp_25,battery,psychopathy,,pathological,1.0,False,-1.9535408020019531,-1.9535408020019531,-1.8994726534536608
srp_26,battery,psychopathy,,conditional,1.0,False,-2.6804752349853516,-2.6804752349853516,-1.4482985321940287
srp_27,battery,psychopathy,,pathological,1.0,False,-1.3321571350097656,-1.3321571350097656,1.1138516080521623
srp_28,battery,psychopathy,,conditional,-1.0,False,-1.2650718688964844,1.2650718688964844,0.6717477373764968
srp_29,battery,psychopathy,,pathological,-1.0,False,-1.5415687561035156,1.5415687561035156,1.0149980349836967
srp_30,battery,psychopathy,,conditional,1.0,False,-2.517230987548828,-2.517230987548828,-0.20411667756444896
srp_31,battery,psychopathy,,pathological,1.0,False,-1.8606529235839844,-1.8606529235839844,0.14870887924386467
srp_32,battery,psychopathy,,pathological,1.0,False,-3.113971710205078,-3.113971710205078,-0.28742917463190487
srp_33,battery,psychopathy,,pathological,1.0,False,-2.0209522247314453,-2.0209522247314453,-0.5127074122485569
srp_34,battery,psychopathy,,pathological,1.0,False,-1.696939468383789,-1.696939468383789,-0.4847361409142952
srp_35,battery,psychopathy,,conditional,-1.0,False,-1.8772716522216797,1.8772716522216797,0.03874904518711908
srp_36,battery,psychopathy,,pathological,-1.0,False,-2.043292999267578,2.043292999267578,-0.062173651682781994
srp_37,battery,psychopathy,,pathological,-1.0,False,-1.6908302307128906,1.6908302307128906,-1.38557109853161
srp_38,battery,psychopathy,,conditional,1.0,False,-1.7518596649169922,-1.7518596649169922,-2.148937829902528
srp_39,battery,psychopathy,,pathological,1.0,False,-2.781942367553711,-2.781942367553711,-0.9155993979027208
srp_40,battery,psychopathy,,pathological,1.0,False,-2.898395538330078,-2.898395538330078,-1.6421366710365808
srp_41,battery,psychopathy,,pathological,1.0,False,-0.8806324005126953,-0.8806324005126953,-0.5495037911180267
srp_42,battery,psychopathy,,pathological,-1.0,False,-1.1013240814208984,1.1013240814208984,-1.581932172398651
srp_43,battery,psychopathy,,pathological,-1.0,False,-2.1464004516601562,2.1464004516601562,-0.9067649342297841
srp_44,battery,psychopathy,,conditional,1.0,False,-2.3394031524658203,-2.3394031524658203,-0.5065109385941255
srp_45,battery,psychopathy,,conditional,-1.0,False,-1.2782115936279297,1.2782115936279297,0.048309830781620544
srp_46,battery,psychopathy,,pathological,-1.0,False,-2.0732288360595703,2.0732288360595703,-1.8847904214988564
srp_47,battery,psychopathy,,conditional,-1.0,False,-1.6838035583496094,1.6838035583496094,-0.5140090285982652
srp_48,battery,psychopathy,,pathological,1.0,False,-1.4590034484863281,-1.4590034484863281,-2.345608545502616
srp_49,battery,psychopathy,,pathological,-1.0,False,-1.3675251007080078,1.3675251007080078,-1.4592434890164356
srp_50,battery,psychopathy,,conditional,-1.0,False,-3.1931190490722656,3.1931190490722656,0.08911465000504126
srp_51,battery,psychopathy,,conditional,-1.0,False,-1.3223533630371094,1.3223533630371094,-1.6887899711596592
srp_52,battery,psychopathy,,pathological,1.0,False,-2.1244163513183594,-2.1244163513183594,-3.296364267796344
srp_53,battery,psychopathy,,pathological,-1.0,False,-1.5328521728515625,1.5328521728515625,0.33448714153872006
srp_54,battery,psychopathy,,conditional,-1.0,False,-1.9959869384765625,1.9959869384765625,0.7823770436219797
srp_55,battery,psychopathy,,conditional,-1.0,False,-1.667764663696289,1.667764663696289,0.4024451262652382
srp_56,battery,psychopathy,,pathological,1.0,False,-1.5121688842773438,-1.5121688842773438,-0.8614389443026749
srp_57,battery,psychopathy,,conditional,1.0,False,-2.067270278930664,-2.067270278930664,-0.6081887854351726
srp_58,battery,psychopathy,,pathological,1.0,False,-3.3344078063964844,-3.3344078063964844,-1.0507815871358916
srp_59,battery,psychopathy,,conditional,1.0,False,-1.2497577667236328,-1.2497577667236328,-1.4500998615248628
srp_60,battery,psychopathy,,conditional,1.0,False,-2.0720443725585938,-2.0720443725585938,-1.0348975906364917
srp_61,battery,psychopathy,,conditional,-1.0,False,-2.7626209259033203,2.7626209259033203,0.4439035944864975
srp_62,battery,psychopathy,,pathological,1.0,False,-2.525920867919922,-2.525920867919922,-2.739368688408665
srp_63,battery,psychopathy,,conditional,1.0,False,-2.348348617553711,-2.348348617553711,-1.009035822095369
srp_64,battery,psychopathy,,conditional,1.0,False,-2.2277908325195312,-2.2277908325195312,-0.4387465570812479
tripm_01,battery,psychopathy,boldness,adaptive,1.0,False,-1.0416011810302734,-1.0416011810302734,1.4279893086282405
tripm_02,battery,psychopathy,meanness,conditional,-1.0,False,-0.5064830780029297,0.5064830780029297,-0.10616398825758377
tripm_03,battery,psychopathy,disinhibition,pathological,1.0,False,-1.40142822265625,-1.40142822265625,0.04540276942839272
tripm_04,battery,psychopathy,boldness,adaptive,-1.0,False,-2.1983718872070312,2.1983718872070312,-0.157580157914897
tripm_05,battery,psychopathy,disinhibition,pathological,1.0,False,-1.8606281280517578,-1.8606281280517578,-0.6654504149114184
tripm_06,battery,psychopathy,meanness,conditional,1.0,False,-1.6092376708984375,-1.6092376708984375,-1.8442072313141522
tripm_07,battery,psychopathy,boldness,adaptive,1.0,False,-1.3486976623535156,-1.3486976623535156,-1.2946196480012953
tripm_08,battery,psychopathy,meanness,conditional,1.0,False,-2.3797760009765625,-2.3797760009765625,0.10493352895281216
tripm_09,battery,psychopathy,disinhibition,pathological,1.0,False,-2.0454044342041016,-2.0454044342041016,0.16593666392936912
tripm_10,battery,psychopathy,boldness,adaptive,-1.0,False,-2.3563308715820312,2.3563308715820312,0.6886693539385049
tripm_11,battery,psychopathy,meanness,conditional,-1.0,False,-0.7309799194335938,0.7309799194335938,-0.7047799702488873
tripm_12,battery,psychopathy,disinhibition,pathological,1.0,False,-1.8823661804199219,-1.8823661804199219,-0.5103453268576343
tripm_13,battery,psychopathy,boldness,adaptive,1.0,False,-0.9909286499023438,-0.9909286499023438,-0.11404352169292364
tripm_14,battery,psychopathy,meanness,conditional,1.0,False,-2.021352767944336,-2.021352767944336,-0.8433366819057073
tripm_15,battery,psychopathy,disinhibition,pathological,1.0,False,-1.1457233428955078,-1.1457233428955078,0.2010358497441158
tripm_16,battery,psychopathy,boldness,adaptive,-1.0,False,-1.6022262573242188,1.6022262573242188,-0.020151642699373085
tripm_17,battery,psychopathy,meanness,conditional,1.0,False,-2.3298091888427734,-2.3298091888427734,-1.397298534616719
tripm_18,battery,psychopathy,disinhibition,pathological,1.0,False,-1.7527389526367188,-1.7527389526367188,0.1696495921582124
tripm_19,battery,psychopathy,boldness,adaptive,1.0,False,-2.0377540588378906,-2.0377540588378906,-0.5515216974227868
tripm_20,battery,psychopathy,meanness,conditional,1.0,False,-1.8906421661376953,-1.8906421661376953,-0.3118373400099239
tripm_21,battery,psychopathy,disinhibition,pathological,-1.0,False,-1.5889968872070312,1.5889968872070312,-0.019261107433576896
tripm_22,battery,psychopathy,boldness,adaptive,1.0,False,-1.2256755828857422,-1.2256755828857422,-0.21924658083722015
tripm_23,battery,psychopathy,meanness,conditional,1.0,False,-1.825387954711914,-1.825387954711914,-2.0124350209227604
tripm_24,battery,psychopathy,disinhibition,pathological,1.0,False,-2.8161354064941406,-2.8161354064941406,-1.2132350356687382
tripm_25,battery,psychopathy,boldness,adaptive,-1.0,False,-2.3215179443359375,2.3215179443359375,0.1818081319162559
tripm_26,battery,psychopathy,meanness,conditional,1.0,False,-1.984872817993164,-1.984872817993164,-1.5390969278091484
tripm_27,battery,psychopathy,disinhibition,pathological,1.0,False,-2.2658309936523438,-2.2658309936523438,-0.05109548066872893
tripm_28,battery,psychopathy,boldness,adaptive,1.0,False,-1.8616046905517578,-1.8616046905517578,0.6883678540599845
tripm_29,battery,psychopathy,meanness,conditional,1.0,False,-2.177846908569336,-2.177846908569336,-0.27133189006232783
tripm_30,battery,psychopathy,disinhibition,pathological,-1.0,False,-0.45852088928222656,0.45852088928222656,0.3552916880228063
tripm_31,battery,psychopathy,disinhibition,pathological,1.0,False,-1.9781761169433594,-1.9781761169433594,-0.38019624256088624
tripm_32,battery,psychopathy,boldness,adaptive,1.0,False,-2.0356216430664062,-2.0356216430664062,-0.0629393975341137
tripm_33,battery,psychopathy,meanness,conditional,-1.0,False,-1.0140514373779297,1.0140514373779297,0.9374784699988468
tripm_34,battery,psychopathy,disinhibition,pathological,1.0,False,-2.599245071411133,-2.599245071411133,-2.2870432509149614
tripm_35,battery,psychopathy,boldness,adaptive,-1.0,False,-0.9795303344726562,0.9795303344726562,-0.32286817239310794
tripm_36,battery,psychopathy,meanness,conditional,1.0,False,-1.684112548828125,-1.684112548828125,-0.32640091035170027
tripm_37,battery,psychopathy,disinhibition,pathological,1.0,False,-1.338369369506836,-1.338369369506836,-0.23297125097411087
tripm_38,battery,psychopathy,boldness,adaptive,1.0,False,-2.2321853637695312,-2.2321853637695312,-2.2749668303116284
tripm_39,battery,psychopathy,meanness,conditional,-1.0,False,-1.0463829040527344,1.0463829040527344,1.784700695979093
tripm_40,battery,psychopathy,meanness,conditional,1.0,False,-2.2157344818115234,-2.2157344818115234,-3.3924568334619893
tripm_41,battery,psychopathy,boldness,adaptive,-1.0,False,-2.131702423095703,2.131702423095703,0.7939336766042775
tripm_42,battery,psychopathy,meanness,conditional,1.0,False,-3.229839324951172,-3.229839324951172,-0.4758701847243363
tripm_43,battery,psychopathy,disinhibition,pathological,1.0,False,-2.0123538970947266,-2.0123538970947266,-0.3535823769902562
tripm_44,battery,psychopathy,boldness,adaptive,-1.0,False,-1.2708244323730469,1.2708244323730469,-0.6407805176634276
tripm_45,battery,psychopathy,meanness,conditional,1.0,False,-2.178781509399414,-2.178781509399414,-0.011605944120437695
tripm_46,battery,psychopathy,disinhibition,pathological,1.0,False,-1.8286151885986328,-1.8286151885986328,0.386179083951081
tripm_47,battery,psychopathy,boldness,adaptive,-1.0,False,-1.670877456665039,1.670877456665039,1.1717222775713507
tripm_48,battery,psychopathy,meanness,conditional,1.0,False,-2.773256301879883,-2.773256301879883,-1.264188606173894
tripm_49,battery,psychopathy,disinhibition,pathological,1.0,False,-1.8961906433105469,-1.8961906433105469,0.5518079920198322
tripm_50,battery,psychopathy,boldness,adaptive,-1.0,False,-2.066539764404297,2.066539764404297,-1.3680315372235619
tripm_51,battery,psychopathy,disinhibition,pathological,1.0,False,-1.9332771301269531,-1.9332771301269531,-0.3030575843637653
tripm_52,battery,psychopathy,meanness,conditional,-1.0,False,-1.7452106475830078,1.7452106475830078,-0.15846899280092908
tripm_53,battery,psychopathy,disinhibition,pathological,1.0,False,-3.526744842529297,-3.526744842529297,-1.8909099887985872
tripm_54,battery,psychopathy,boldness,adaptive,1.0,False,-1.6500701904296875,-1.6500701904296875,0.6061333679724128
tripm_55,battery,psychopathy,meanness,conditional,1.0,False,-2.2281532287597656,-2.2281532287597656,-0.6285821883828939
tripm_56,battery,psychopathy,disinhibition,pathological,1.0,False,-1.706472396850586,-1.706472396850586,0.4128950490704806
tripm_57,battery,psychopathy,boldness,adaptive,-1.0,False,-2.6091232299804688,2.6091232299804688,-0.6688779228802963
tripm_58,battery,psychopathy,disinhibition,pathological,1.0,False,-2.4243202209472656,-2.4243202209472656,-0.9863149773532816
agentic_01,gen,agentic,,,1.0,False,-2.242931365966797,-2.242931365966797,-1.0260647131458818
agentic_02,gen,agentic,,,1.0,False,-1.6474075317382812,-1.6474075317382812,-0.1642368557502385
agentic_03,gen,agentic,,,1.0,False,-0.9602928161621094,-0.9602928161621094,0.06918916433806332
agentic_04,gen,agentic,,,1.0,False,-0.8155803680419922,-0.8155803680419922,1.316682634586158
agentic_05,gen,agentic,,,1.0,False,-2.106456756591797,-2.106456756591797,-0.22875601309312943
agentic_06,gen,agentic,,,1.0,False,-1.4672508239746094,-1.4672508239746094,-0.21735279531027496
agentic_07,gen,agentic,,,1.0,False,-0.95159912109375,-0.95159912109375,1.205372791460926
agentic_08,gen,agentic,,,1.0,False,-1.9020233154296875,-1.9020233154296875,0.44818958615427906
agentic_09,gen,agentic,,,1.0,False,-0.5135669708251953,-0.5135669708251953,0.5334222943867317
agentic_10,gen,agentic,,,1.0,False,-1.0616474151611328,-1.0616474151611328,-0.41718000343190376
agentic_11,gen,agentic,,,1.0,False,-0.7043609619140625,-0.7043609619140625,0.8275465748534647
agentic_12,gen,agentic,,,1.0,False,-1.1026992797851562,-1.1026992797851562,2.023306191998758
agentic_13,gen,agentic,,,1.0,False,0.2682075500488281,0.2682075500488281,1.7532825578693336
agentic_14,gen,agentic,,,1.0,False,-1.263458251953125,-1.263458251953125,-0.7594410311880786
agentic_15,gen,agentic,,,1.0,False,-2.1768760681152344,-2.1768760681152344,-0.06147056080761093
agentic_16,gen,agentic,,,1.0,False,-1.6195487976074219,-1.6195487976074219,0.23504788583730374
agentic_17,gen,agentic,,,1.0,False,-1.0101852416992188,-1.0101852416992188,0.377608728738573
agentic_18,gen,agentic,,,1.0,False,-1.9724864959716797,-1.9724864959716797,-0.6391835741459602
agentic_19,gen,agentic,,,1.0,False,-1.8812580108642578,-1.8812580108642578,0.43292794398454104
agentic_20,gen,agentic,,,1.0,False,-2.003416061401367,-2.003416061401367,0.8772225100216953
agentic_21,gen,agentic,,,1.0,False,-1.015432357788086,-1.015432357788086,0.8751594711510993
agentic_22,gen,agentic,,,1.0,False,-0.4073066711425781,-0.4073066711425781,-1.0928712244553558
agentic_23,gen,agentic,,,1.0,False,0.17952919006347656,0.17952919006347656,0.9991725004630481
agentic_24,gen,agentic,,,1.0,False,-1.5687255859375,-1.5687255859375,1.5211054059832572
agentic_25,gen,agentic,,,1.0,False,-0.5018482208251953,-0.5018482208251953,1.5378006782478448
agentic_26,gen,agentic,,,1.0,False,-1.0847949981689453,-1.0847949981689453,0.8192725929923033
agentic_27,gen,agentic,,,1.0,False,-1.0081157684326172,-1.0081157684326172,0.8828469897674682
agentic_28,gen,agentic,,,1.0,False,-1.11236572265625,-1.11236572265625,0.1486932314559919
agentic_29,gen,agentic,,,1.0,False,-0.8754539489746094,-0.8754539489746094,1.443969165288978
agentic_30,gen,agentic,,,1.0,False,-3.0466060638427734,-3.0466060638427734,0.6885112495465144
dark_01,gen,dark,,,1.0,False,-1.7834930419921875,-1.7834930419921875,-1.2931723673986015
dark_02,gen,dark,,,1.0,False,-1.8216590881347656,-1.8216590881347656,-0.6742661070168925
dark_03,gen,dark,,,1.0,False,-4.466535568237305,-4.466535568237305,-1.7807236100759218
